"species","life_form","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Acnistus arborescens","perennial",133,5.662545,0.016692,0.001447,4e-06
"Anisodus acutangulus","perennial",NA,NA,NA,NA,NA
"Anisodus carniolicoides","perennial",NA,NA,NA,NA,NA
"Anisodus luridus","perennial",17,5.57857,0.026371,0.006396,3e-05
"Anisodus tanguticus","perennial",37,5.56364,0.021403,0.003519,1.4e-05
"Anthocercis angustifolia","perennial",4,5.627853,0.010018,0.005009,0.000127
"Anthocercis gracilis","perennial",1,5.647036,NA,NA,0.000508
"Anthocercis ilicifolia","perennial",NA,NA,NA,NA,NA
"Anthocercis intricata","perennial",4,5.660249,0.006676,0.003338,0.000127
"Anthocercis littorea","perennial",27,5.649611,0.008422,0.001621,1.9e-05
"Anthocercis myosotidea","perennial",NA,NA,NA,NA,NA
"Anthocercis racemosa","perennial",NA,NA,NA,NA,NA
"Anthocercis sylvicola","perennial",1,5.642084,NA,NA,0.000508
"Anthocercis viscosa","perennial",NA,NA,NA,NA,NA
"Anthotroche blackii","perennial",NA,NA,NA,NA,NA
"Anthotroche myoporoides","perennial",3,5.646672,0.005677,0.003278,0.000169
"Anthotroche pannosa","perennial",44,5.635142,0.003058,0.000461,1.2e-05
"Anthotroche walcottii","perennial",7,5.643429,0.007119,0.002691,7.3e-05
"Athenaea pogogena","perennial",15,5.660342,0.011094,0.002864,3.4e-05
"Atropa belladonna","perennial",146,5.603764,0.013627,0.001128,3e-06
"Atropa komarovii","perennial",NA,NA,NA,NA,NA
"Atropanthe sinensis","perennial",5,5.608479,0.002672,0.001195,0.000102
"Aureliana fasciculata","perennial",80,5.661576,0.015633,0.001748,6e-06
"Benthamiella patagonica","perennial",26,5.603317,0.006733,0.00132,2e-05
"Benthamiella skottsbergii","perennial",3,5.602545,0.003616,0.002088,0.000169
"Bouchetia anomala","perennial",9,5.61884,0.010565,0.003522,5.6e-05
"Bouchetia erecta","perennial",6,5.629366,0.011171,0.004561,8.5e-05
"Brachistus stramonifolius","perennial",33,5.650997,0.013025,0.002267,1.5e-05
"Browallia eludens","annual",4,5.611209,0.001987,0.000994,0.000127
"Browallia speciosa","annual",25,5.662078,0.014218,0.002844,2e-05
"Brugmansia arborea","perennial",10,5.656847,0.028766,0.009097,5.1e-05
"Brugmansia aurea","perennial",24,5.653358,0.012997,0.002653,2.1e-05
"Brugmansia sanguinea","perennial",24,5.637479,0.021543,0.004397,2.1e-05
"Brunfelsia americana","perennial",NA,NA,NA,NA,NA
"Brunfelsia uniflora","perennial",107,5.666084,0.019805,0.001915,5e-06
"Calibrachoa parviflora","perennial",118,5.634576,0.013395,0.001233,4e-06
"Calibrachoa pygmaea","annual",7,5.641969,0.005684,0.002148,7.3e-05
"Calibrachoa sellowiana","perennial",11,5.635244,0.006067,0.001829,4.6e-05
"Capsicum annuum","annual",112,5.658032,0.019754,0.001867,5e-06
"Capsicum baccatum","perennial",71,5.655998,0.014307,0.001698,7e-06
"Capsicum campylopodium","annual",7,5.659443,0.005834,0.002205,7.3e-05
"Capsicum cardenasii","no_life_form_on_database",1,5.626001,NA,NA,0.000508
"Capsicum ceratocalyx","no_life_form_on_database",1,5.643856,NA,NA,0.000508
"Capsicum chacoense","perennial",76,5.64335,0.014904,0.00171,7e-06
"Capsicum chinense","perennial",28,5.680753,0.007787,0.001472,1.8e-05
"Capsicum ciliatum","no_life_form_on_database",34,5.648396,0.016526,0.002834,1.5e-05
"Capsicum coccineum","perennial",17,5.674341,0.009559,0.002318,3e-05
"Capsicum eximium","perennial",11,5.626479,0.021492,0.00648,4.6e-05
"Capsicum flexuosum","perennial",49,5.647397,0.00842,0.001203,1e-05
"Capsicum frutescens","perennial",18,5.666797,0.012373,0.002916,2.8e-05
"Capsicum galapagoense","perennial",NA,NA,NA,NA,NA
"Capsicum geminifolium","perennial",18,5.655087,0.012077,0.002847,2.8e-05
"Capsicum hunzikerianum","no_life_form_on_database",2,5.647917,0.000748,0.000529,0.000254
"Capsicum lanceolatum","perennial",14,5.651964,0.012626,0.003374,3.6e-05
"Capsicum lycianthoides","no_life_form_on_database",18,5.653365,0.018237,0.004299,2.8e-05
"Capsicum minutiflorum","no_life_form_on_database",3,5.651506,0.017816,0.010286,0.000169
"Capsicum pereirae","no_life_form_on_database",7,5.653689,0.008029,0.003035,7.3e-05
"Capsicum pubescens","perennial",17,5.641683,0.017949,0.004353,3e-05
"Capsicum recurvatum","perennial",15,5.650196,0.0084,0.002169,3.4e-05
"Capsicum rhomboideum","perennial",75,5.661335,0.014184,0.001638,7e-06
"Capsicum schottianum","no_life_form_on_database",14,5.651622,0.009285,0.002482,3.6e-05
"Capsicum tovarii","no_life_form_on_database",NA,NA,NA,NA,NA
"Capsicum villosum","no_life_form_on_database",9,5.647368,0.011557,0.003852,5.6e-05
"Cestrum acutifolium","perennial",NA,NA,NA,NA,NA
"Cestrum aurantiacum","perennial",41,5.648202,0.015358,0.002399,1.2e-05
"Cestrum chiriquianum","perennial",1,5.66244,NA,NA,0.000508
"Cestrum dasyanthum","perennial",3,5.637667,0.021428,0.012371,0.000169
"Cestrum diurnum","perennial",36,5.672527,0.016263,0.00271,1.4e-05
"Cestrum elegans","perennial",12,5.644503,0.011492,0.003317,4.2e-05
"Cestrum endlicheri","perennial",4,5.648978,0.021379,0.010689,0.000127
"Cestrum fasciculatum","perennial",20,5.643289,0.020185,0.004514,2.5e-05
"Cestrum fragile","perennial",7,5.674664,0.011526,0.004356,7.3e-05
"Cestrum fulvescens","perennial",11,5.63735,0.006189,0.001866,4.6e-05
"Cestrum glanduliferum","perennial",41,5.669271,0.015508,0.002422,1.2e-05
"Cestrum guatemalense","perennial",10,5.641405,0.018045,0.005706,5.1e-05
"Cestrum inclusum","perennial",4,5.667024,0.015904,0.007952,0.000127
"Cestrum irazuense","perennial",3,5.655364,0.025753,0.014869,0.000169
"Cestrum laxum","perennial",25,5.632453,0.010734,0.002147,2e-05
"Cestrum luteovirescens","perennial",11,5.657947,0.014342,0.004324,4.6e-05
"Cestrum macrophyllum","perennial",8,5.676975,0.009044,0.003198,6.4e-05
"Cestrum megalophyllum","perennial",66,5.675775,0.015489,0.001907,8e-06
"Cestrum milciomejiae","perennial",NA,NA,NA,NA,NA
"Cestrum miradorense","perennial",3,5.638165,0.005821,0.003361,0.000169
"Cestrum mortonianum","perennial",NA,NA,NA,NA,NA
"Cestrum nocturnum","perennial",123,5.667175,0.019298,0.00174,4e-06
"Cestrum oblongifolium","perennial",27,5.639688,0.013032,0.002508,1.9e-05
"Cestrum pacayense","perennial",7,5.644043,0.005901,0.00223,7.3e-05
"Cestrum pittieri","perennial",NA,NA,NA,NA,NA
"Cestrum poasanum","perennial",3,5.654665,0.017561,0.010139,0.000169
"Cestrum regelii","perennial",5,5.641868,0.01359,0.006078,0.000102
"Cestrum rigidum","perennial",23,5.642995,0.017847,0.003721,2.2e-05
"Cestrum roseum","perennial",19,5.634465,0.013685,0.00314,2.7e-05
"Cestrum sphaerocarpum","perennial",3,5.656713,0.010355,0.005978,0.000169
"Cestrum strigillatum","perennial",201,5.659417,0.016422,0.001158,3e-06
"Cestrum thyrsoideum","perennial",25,5.628808,0.007606,0.001521,2e-05
"Cestrum tomentosum","perennial",3,5.63644,0.014895,0.0086,0.000169
"Cestrum tuerckheimii","perennial",NA,NA,NA,NA,NA
"Cestrum violaceum","perennial",2,5.668377,0.022221,0.015713,0.000254
"Cestrum virgaurea","perennial",NA,NA,NA,NA,NA
"Chamaesaracha coronopus","perennial",115,5.61414,0.018342,0.00171,4e-06
"Chamaesaracha sordida","perennial",83,5.617146,0.013639,0.001497,6e-06
"Coeloneurum ferrugineum","perennial",5,5.681137,0.007881,0.003524,0.000102
"Combera paradoxa","perennial",6,5.600257,0.006085,0.002484,8.5e-05
"Crenidium spinescens","perennial",6,5.635264,0.001725,0.000704,8.5e-05
"Cuatresia exiguiflora","perennial",21,5.683534,0.010661,0.002326,2.4e-05
"Cuatresia riparia","perennial",44,5.667139,0.014088,0.002124,1.2e-05
"Cyphanthera albicans","perennial",13,5.626148,0.006415,0.001779,3.9e-05
"Cyphanthera anthocercidea","perennial",2,5.626001,0.00051,0.000361,0.000254
"Cyphanthera microphylla","perennial",23,5.636125,0.003809,0.000794,2.2e-05
"Cyphanthera odgersii","perennial",5,5.633396,0.000741,0.000331,0.000102
"Datura bernhardii","no_life_form_on_database",NA,NA,NA,NA,NA
"Datura ceratocaula","annual",NA,NA,NA,NA,NA
"Datura discolor","annual",111,5.651423,0.01982,0.001881,5e-06
"Datura ferox","annual",NA,NA,NA,NA,NA
"Datura innoxia","annual",105,5.643716,0.023352,0.002279,5e-06
"Datura laevis","no_life_form_on_database",NA,NA,NA,NA,NA
"Datura leichhardtii","annual",NA,NA,NA,NA,NA
"Datura metel","annual",16,5.67246,0.016836,0.004209,3.2e-05
"Datura quercifolia","annual",59,5.623721,0.017563,0.002287,9e-06
"Datura rosei","no_life_form_on_database",NA,NA,NA,NA,NA
"Datura stramonium","annual",102,5.64641,0.020967,0.002076,5e-06
"Deprea bitteriana","perennial",7,5.654122,0.021291,0.008047,7.3e-05
"Deprea orinocensis","perennial",14,5.65027,0.018631,0.004979,3.6e-05
"Deprea paneroi","perennial",2,5.66485,0.038225,0.027029,0.000254
"Discopodium penninervium","perennial",30,5.645672,0.01385,0.002529,1.7e-05
"Duboisia hopwoodii","perennial",171,5.638152,0.009151,7e-04,3e-06
"Duboisia leichhardtii","perennial",23,5.636924,0.005349,0.001115,2.2e-05
"Duboisia myoporoides","perennial",44,5.650133,0.015717,0.002369,1.2e-05
"Duckeodendron cestroides","perennial",6,5.690021,0.000974,0.000398,8.5e-05
"Dunalia brachyacantha","perennial",30,5.617948,0.020487,0.00374,1.7e-05
"Dunalia obovata","perennial",NA,NA,NA,NA,NA
"Dunalia solanacea","no_life_form_on_database",NA,NA,NA,NA,NA
"Dunalia spathulata","perennial",NA,NA,NA,NA,NA
"Dunalia spinosa","perennial",18,5.619572,0.018639,0.004393,2.8e-05
"Dyssochroma viridiflora","perennial",33,5.659974,0.012239,0.002131,1.5e-05
"Eriolarynx fasciculata","perennial",NA,NA,NA,NA,NA
"Eriolarynx lorentzii","perennial",2,5.62399,0.010466,0.007401,0.000254
"Espadaea amoena","perennial",5,5.678088,0.001463,0.000654,0.000102
"Exodeconus miersii","annual",NA,NA,NA,NA,NA
"Fabiana imbricata","perennial",35,5.605104,0.013913,0.002352,1.5e-05
"Goetzea ekmanii","perennial",1,5.691204,NA,NA,0.000508
"Goetzea elegans","perennial",NA,NA,NA,NA,NA
"Grammosolen dixonii","perennial",15,5.633723,0.003591,0.000927,3.4e-05
"Grammosolen truncatus","perennial",16,5.634339,0.002821,0.000705,3.2e-05
"Henoonia myrtifolia","perennial",NA,NA,NA,NA,NA
"Heteranthia decipiens","perennial",6,5.671628,0.008895,0.003631,8.5e-05
"Hunzikeria texana","perennial",19,5.631854,0.007591,0.001741,2.7e-05
"Hyoscyamus albus","annual",112,5.63177,0.015356,0.001451,5e-06
"Hyoscyamus aureus","annual",NA,NA,NA,NA,NA
"Hyoscyamus desertorum","annual",NA,NA,NA,NA,NA
"Hyoscyamus leptocalyx","perennial",1,5.598607,NA,NA,0.000508
"Hyoscyamus muticus","perennial",7,5.635763,0.016873,0.006377,7.3e-05
"Hyoscyamus niger","annual",481,5.581768,0.025452,0.001161,1e-06
"Hyoscyamus pusillus","annual",35,5.57242,0.027616,0.004668,1.5e-05
"Hyoscyamus turcomanicus","perennial",2,5.592023,0.018186,0.012859,0.000254
"Iochroma australe","perennial",20,5.612307,0.016328,0.003651,2.5e-05
"Iochroma calycina","perennial",3,5.647195,0.015043,0.008685,0.000169
"Iochroma cardenasianum","perennial",1,5.602303,NA,NA,0.000508
"Iochroma confertiflorum","perennial",4,5.646885,0.012911,0.006456,0.000127
"Iochroma cornifolium","perennial",5,5.637664,0.00601,0.002688,0.000102
"Iochroma cyaneum","perennial",5,5.647376,0.005619,0.002513,0.000102
"Iochroma edule","perennial",3,5.659988,0.020005,0.01155,0.000169
"Iochroma ellipticum","perennial",NA,NA,NA,NA,NA
"Iochroma fuchsioides","perennial",10,5.646334,0.015011,0.004747,5.1e-05
"Iochroma gesnerioides","perennial",13,5.646232,0.014549,0.004035,3.9e-05
"Iochroma grandiflorum","perennial",8,5.64142,0.020012,0.007075,6.4e-05
"Iochroma lehmannii","perennial",NA,NA,NA,NA,NA
"Iochroma loxense","perennial",1,5.660005,NA,NA,0.000508
"Iochroma nitidum","perennial",NA,NA,NA,NA,NA
"Iochroma parvifolium","perennial",NA,NA,NA,NA,NA
"Iochroma salpoanum","perennial",NA,NA,NA,NA,NA
"Iochroma squamosum","perennial",NA,NA,NA,NA,NA
"Iochroma stenanthum","perennial",2,5.656087,0.017799,0.012586,0.000254
"Iochroma umbellatum","perennial",11,5.630376,0.015004,0.004524,4.6e-05
"Jaborosa integrifolia","perennial",27,5.63768,0.01005,0.001934,1.9e-05
"Jaborosa sativa","perennial",13,5.603688,0.021035,0.005834,3.9e-05
"Jaborosa squarrosa","perennial",6,5.600915,0.01518,0.006197,8.5e-05
"Jaltomata andersonii","perennial",NA,NA,NA,NA,NA
"Jaltomata antillana","annual",2,5.677169,0.019848,0.014035,0.000254
"Jaltomata aspera","perennial",NA,NA,NA,NA,NA
"Jaltomata auriculata","perennial",NA,NA,NA,NA,NA
"Jaltomata bernardelloana","perennial",1,5.637108,NA,NA,0.000508
"Jaltomata bicolor","perennial",NA,NA,NA,NA,NA
"Jaltomata biflora","perennial",NA,NA,NA,NA,NA
"Jaltomata bohsiana","perennial",1,5.628161,NA,NA,0.000508
"Jaltomata cajacayensis","perennial",NA,NA,NA,NA,NA
"Jaltomata chihuahuensis","perennial",6,5.615333,0.010191,0.00416,8.5e-05
"Jaltomata chotanae","perennial",NA,NA,NA,NA,NA
"Jaltomata contumacensis","perennial",1,5.643502,NA,NA,0.000508
"Jaltomata darcyana","perennial",3,5.686654,0.010804,0.006238,0.000169
"Jaltomata dendroidea","perennial",NA,NA,NA,NA,NA
"Jaltomata dentata","perennial",NA,NA,NA,NA,NA
"Jaltomata grandiflora","perennial",1,5.658611,NA,NA,0.000508
"Jaltomata guillermo-guerrae","perennial",NA,NA,NA,NA,NA
"Jaltomata herrerae","perennial",6,5.614712,0.01167,0.004764,8.5e-05
"Jaltomata lanata","perennial",NA,NA,NA,NA,NA
"Jaltomata leivae","perennial",NA,NA,NA,NA,NA
"Jaltomata lezamae","perennial",2,5.642064,0.009025,0.006382,0.000254
"Jaltomata lojae","perennial",2,5.65082,0.018887,0.013355,0.000254
"Jaltomata lomana","perennial",NA,NA,NA,NA,NA
"Jaltomata mionei","perennial",NA,NA,NA,NA,NA
"Jaltomata nigricolor","perennial",NA,NA,NA,NA,NA
"Jaltomata oppositifolia","perennial",NA,NA,NA,NA,NA
"Jaltomata paneroi","perennial",NA,NA,NA,NA,NA
"Jaltomata procumbens","perennial",122,5.644882,0.024046,0.002177,4e-06
"Jaltomata repandidentata","perennial",48,5.665993,0.012806,0.001848,1.1e-05
"Jaltomata sagastegui","perennial",1,5.636395,NA,NA,0.000508
"Jaltomata salpoensis","perennial",NA,NA,NA,NA,NA
"Jaltomata sanchez-vegae","perennial",NA,NA,NA,NA,NA
"Jaltomata sinuosa","perennial",10,5.641944,0.015266,0.004828,5.1e-05
"Jaltomata tayabambae","perennial",NA,NA,NA,NA,NA
"Jaltomata truxillana","perennial",NA,NA,NA,NA,NA
"Jaltomata umbellata","perennial",1,5.67761,NA,NA,0.000508
"Jaltomata ventricosa","perennial",NA,NA,NA,NA,NA
"Jaltomata viridiflora","perennial",19,5.645565,0.01992,0.00457,2.7e-05
"Jaltomata weberbaueri","perennial",NA,NA,NA,NA,NA
"Jaltomata yacheri","perennial",NA,NA,NA,NA,NA
"Jaltomata yungayensis","perennial",NA,NA,NA,NA,NA
"Juanulloa mexicana","perennial",39,5.673697,0.013488,0.00216,1.3e-05
"Larnax dilloniana","perennial",NA,NA,NA,NA,NA
"Larnax hawkesii","perennial",5,5.645691,0.013572,0.00607,0.000102
"Larnax nieva","perennial",NA,NA,NA,NA,NA
"Larnax parviflora","perennial",NA,NA,NA,NA,NA
"Larnax peruviana","perennial",11,5.66494,0.016108,0.004857,4.6e-05
"Larnax psilophyta","perennial",1,5.643502,NA,NA,0.000508
"Larnax purpurea","perennial",NA,NA,NA,NA,NA
"Larnax sachapapa","perennial",11,5.647225,0.01474,0.004444,4.6e-05
"Larnax subtriflora","perennial",5,5.648461,0.017701,0.007916,0.000102
"Larnax suffruticosa","perennial",4,5.647224,0.020893,0.010446,0.000127
"Larnax sylvarum","perennial",5,5.658652,0.030681,0.013721,0.000102
"Latua pubiflora","perennial",3,5.619317,0.013051,0.007535,0.000169
"Leptoglossis darcyana","no_life_form_on_database",NA,NA,NA,NA,NA
"Leucophysalis grandiflora","annual",NA,NA,NA,NA,NA
"Leucophysalis nana","perennial",18,5.588342,0.012263,0.00289,2.8e-05
"Leucophysalis viscosa","no_life_form_on_database",5,5.646987,0.017301,0.007737,0.000102
"Lycianthes acapulcensis","perennial",22,5.660639,0.019012,0.004053,2.3e-05
"Lycianthes acutifolia","perennial",52,5.646507,0.016543,0.002294,1e-05
"Lycianthes amatitlanensis","perennial",58,5.672609,0.016187,0.002125,9e-06
"Lycianthes asarifolia","perennial",57,5.664295,0.015457,0.002047,9e-06
"Lycianthes beckneriana","perennial",5,5.663152,0.025489,0.011399,0.000102
"Lycianthes biflora","perennial",131,5.644861,0.026013,0.002273,4e-06
"Lycianthes ciliolata","perennial",NA,NA,NA,NA,NA
"Lycianthes dejecta","perennial",14,5.633473,0.005557,0.001485,3.6e-05
"Lycianthes denticulata","perennial",8,5.68455,0.010634,0.00376,6.4e-05
"Lycianthes fasciculata","perennial",18,5.640007,0.016283,0.003838,2.8e-05
"Lycianthes furcatistellata","perennial",6,5.663911,0.008931,0.003646,8.5e-05
"Lycianthes geminiflora","perennial",13,5.65576,0.013416,0.003721,3.9e-05
"Lycianthes glandulosa","perennial",30,5.672686,0.016678,0.003045,1.7e-05
"Lycianthes heteroclita","perennial",59,5.672022,0.014088,0.001834,9e-06
"Lycianthes inaequilatera","perennial",90,5.672218,0.01374,0.001448,6e-06
"Lycianthes jalicensis","perennial",1,5.653366,NA,NA,0.000508
"Lycianthes jelskii","perennial",2,5.648476,0.024162,0.017085,0.000254
"Lycianthes lenta","perennial",89,5.67578,0.014088,0.001493,6e-06
"Lycianthes lycioides","perennial",49,5.625865,0.029373,0.004196,1e-05
"Lycianthes lysimachioides","perennial",53,5.620223,0.016031,0.002202,1e-05
"Lycianthes moziniana","perennial",28,5.640127,0.016498,0.003118,1.8e-05
"Lycianthes multiflora","perennial",18,5.679374,0.011224,0.002646,2.8e-05
"Lycianthes nitida","perennial",32,5.679991,0.008198,0.001449,1.6e-05
"Lycianthes peduncularis","perennial",9,5.63884,0.01046,0.003487,5.6e-05
"Lycianthes pringlei","perennial",6,5.641123,0.006127,0.002501,8.5e-05
"Lycianthes pseudolycioides","perennial",16,5.66903,0.008276,0.002069,3.2e-05
"Lycianthes radiata","perennial",45,5.649982,0.018162,0.002707,1.1e-05
"Lycianthes rantonnei","perennial",18,5.648924,0.016434,0.003874,2.8e-05
"Lycianthes rzedowskii","perennial",7,5.642315,0.013086,0.004946,7.3e-05
"Lycianthes saltensis","perennial",2,5.610208,0.038042,0.0269,0.000254
"Lycianthes sanctaeclarae","perennial",10,5.683776,0.009648,0.003051,5.1e-05
"Lycianthes shanesii","perennial",17,5.662359,0.011267,0.002733,3e-05
"Lycianthes stephanocalyx","perennial",25,5.656303,0.017293,0.003459,2e-05
"Lycianthes surotatensis","perennial",7,5.640869,0.015306,0.005785,7.3e-05
"Lycianthes synanthera","perennial",23,5.681139,0.011655,0.00243,2.2e-05
"Lycianthes tricolor","perennial",17,5.647939,0.01036,0.002513,3e-05
"Lycium acutifolium","perennial",NA,NA,NA,NA,NA
"Lycium afrum","perennial",8,5.633602,0.012731,0.004501,6.4e-05
"Lycium ameghinoi","perennial",33,5.609232,0.008376,0.001458,1.5e-05
"Lycium americanum","perennial",60,5.651575,0.019939,0.002574,8e-06
"Lycium amoenum","perennial",9,5.633488,0.010706,0.003569,5.6e-05
"Lycium andersonii","perennial",91,5.626476,0.022079,0.002315,6e-06
"Lycium arenicola","perennial",13,5.618649,0.011823,0.003279,3.9e-05
"Lycium athium","perennial",1,5.653015,NA,NA,0.000508
"Lycium australe","perennial",118,5.635409,0.006121,0.000563,4e-06
"Lycium barbarum","perennial",37,5.566061,0.018158,0.002985,1.4e-05
