"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Alysseae","annual",22.5965366040881,2.82044387784124,0.000461037741885523,5.70589137807443
"Alysseae","perennial",39.7026874424692,2.82044387784124,0.000510730975340615,5.70120769135653
"Antirrhineae","annual",32.9845327897819,0.0956245668995604,3.33389244759742e-05,5.71280648421311
"Antirrhineae","perennial",77.8566262476712,0.0956245668995604,4.39706775760033e-05,5.70865739744679
"Apioideae","annual",17.0182616288866,0.146443609655451,7.44045721957293e-05,5.70679808504471
"Apioideae","perennial",159.483441842916,0.146443609655451,7.43119631793786e-05,5.69449996013599
"Arabideae","annual",8.79490970807371,2.85991638063453,0.00170142351492542,5.69139876057525
"Arabideae","perennial",7.00779462888291,2.85991638063453,0.0018734033073654,5.67541568978156
"Balsamiaceae","annual",72.0407679808952,0.582885645552138,0.000196754296878091,5.69603103213594
"Balsamiaceae","perennial",90.23383939221,0.582885645552138,0.000132847915225558,5.69699409947536
"Brassiceae","annual",21.2770664540819,3.24276752031568,0.00137183334007125,5.7094018207078
"Brassiceae","perennial",65.4768945373813,3.24276752031568,0.0015725246176068,5.70927404690206
"Cardamineae","annual",18.594304191026,3.26328220312759,0.00121777541593868,5.6996133908309
"Cardamineae","perennial",30.8375448634436,3.26328220312759,0.00146879992468822,5.68396766034583
"Cardueae","annual",20.5283210143668,0.0968743058178734,4.17336574272425e-05,5.72076312682103
"Cardueae","perennial",30.0045592856173,0.0968743058178734,4.17301543561527e-05,5.70053771231846
"CES","annual",10.9881747398295,0.254767909332027,3.75767802582224e-05,5.6981717739998
"CES","perennial",31.6625969865874,0.254767909332027,5.41864049841679e-05,5.6653760218322
"Chamaecrista","annual",14.3190051636222,0.468585787392252,2.52308416463203e-05,5.71545846033812
"Chamaecrista","perennial",80.2121869202492,0.468585787392252,2.55242271929805e-05,5.71211277697317
"Chorisporeae","annual",13.1288451649686,1.53255971935859,0.000213480202208097,5.72108751442379
"Chorisporeae","perennial",11.5342181116362,1.53255971935859,0.000324824309300029,5.66559454870316
"Croton","annual",52.7686370717691,0.132337598008403,2.03823711621864e-05,5.71590342947106
"Croton","perennial",202.961669217928,0.132337598008403,2.03823716289975e-05,5.71097597225736
"Erysimeae","annual",16.0395941636054,1.81727809297356,0.000549865902065687,5.70232049013381
"Erysimeae","perennial",17.0718551281973,1.81727809297356,0.000826678803751419,5.69286933060718
"Euclidieae","annual",34.5275011144147,4.95123363543647,0.00904794174841348,5.70626808608203
"Euclidieae","perennial",21.6484245075253,4.95123363543647,0.000483706220141677,5.65967286562
"Eumalvoideae","annual",25.3486232989285,0.0623629765099995,2.77819095060038e-05,5.70826619640237
"Eumalvoideae","perennial",73.9281552080891,0.0623629765099995,2.77820528248437e-05,5.70811507869095
"Gesneriaceae","annual",397.690316812505,0.0527055235392171,9.73592952992936e-06,5.70236795761626
"Gesneriaceae","perennial",419.82886083596,0.0527055235392171,9.73398536780357e-06,5.70198224375518
"Grewioideae","annual",52.8010138480478,0.141067833454557,1.3047863068965e-05,5.72100167581592
"Grewioideae","perennial",660.226679382962,0.141067833454557,1.19178840650405e-05,5.71092691527111
"Heliophileae","annual",27.9570144094172,2.34640907744437,0.000134076469143687,5.70831532405383
"Heliophileae","perennial",45.9630260619533,2.34640907744437,0.000108531492815886,5.70446630676134
"Hypericum","annual",11.3074430159701,0.113376482804152,0.00021588661511096,5.71000005002702
"Hypericum","perennial",54.9266447041451,0.113376482804152,4.2548738402495e-05,5.70668624999588
"Lepidieae","annual",4.02294441959228,4.26456567336724,0.00268474469886625,5.71064194293437
"Lepidieae","perennial",4.79892367864294,4.26456567336724,0.00277998622456971,5.70529900258408
"Lupinus","annual",17.2490586115352,0.0343992246952505,2.65390896607269e-05,5.70236487557057
"Lupinus","perennial",12.004664893102,0.0343992246952505,7.67201012869416e-05,5.69817026100461
"Lysimachieae","annual",30.0855021151401,0.165724212119989,3.63416281285124e-05,5.7146991172905
"Lysimachieae","perennial",35.1959933261588,0.165724212119989,3.71285246048336e-05,5.69988256423565
"Onagraceae","annual",27.4622850360025,0.675603334898787,0.000479402803663276,5.71586994175487
"Onagraceae","perennial",183.902153733435,0.675603334898787,0.00045825302317087,5.69577910328426
"Orobanchaceae","annual",21.6920953211274,0.345771011752608,0.000115663754013663,5.70479609141549
"Orobanchaceae","perennial",23.1493016901448,0.345771011752608,0.00013263040016157,5.70094527962018
"Panicoideae","annual",40.4311979300427,2.23586369345288,0.000428253808660147,5.71684925883263
"Panicoideae","perennial",25.7723260447999,2.23586369345288,0.000390908753475083,5.71230186240864
"Polemoniaceae","annual",85.7693861735612,0.0910934878217074,3.74791289510579e-05,5.71668617134303
"Polemoniaceae","perennial",114.149149755258,0.0910934878217074,4.22421855458e-05,5.69266013501072
"Pooideae","annual",50.0550015645774,1.79546200766815,0.00049091979292968,5.70839620949633
"Pooideae","perennial",32.6188763829526,1.79546200766815,0.00121052800101288,5.68587638838475
"Primulaceae","annual",40.0267636024969,0.21131656014195,0.00010666390460642,5.68146217661994
"Primulaceae","perennial",84.4391837740168,0.21131656014195,0.000107480276548528,5.68045900511829
"Rubieae","annual",18.3531875662696,4.40248024912145,0.000755481345789497,5.70546933343581
"Rubieae","perennial",24.018103970836,4.40248024912145,0.000869757851724338,5.69494974813739
"Salvia","annual",48.3260005996405,0.084650047626434,2.74258582375451e-05,5.71564015333317
"Salvia","perennial",66.5459150713462,0.084650047626434,3.42772347855781e-05,5.70519572519076
"Solanaceae","annual",34.5842814648327,0.155231763331147,7.64666592263993e-05,5.70018629887702
"Solanaceae","perennial",74.7541297683049,0.155231763331147,7.64666592263993e-05,5.70001727938785
"Spermacoceae","annual",28.5208093565936,0.0405913269304077,9.92113997396593e-06,5.71121358586375
"Spermacoceae","perennial",83.1548714796605,0.0405913269304077,1.0048639946171e-05,5.70865014512901
"Thelypodieae","annual",23.1362241138044,0.110869132986796,6.73118380665862e-05,5.72341629243912
"Thelypodieae","perennial",13.8156719960838,0.110869132986796,9.20636811596281e-05,5.68001463447123
