species,life_form,,,
Aphyllon Mitch._indet_sp1,no_life_form_on_database,,,
Aphyllon robbinsii (Heckard) A.C.Schneid. A.C.Schneid. (Heckard),annual,https://www.calflora.org/app/taxon?crn=13530,manually_curated,
Aphyllon Mitch._indet_sp2,no_life_form_on_database,,,
Aphyllon vallicolum (Jeps.) A.C.Schneid. A.C.Schneid. (Jeps.),annual,https://www.calflora.org/app/taxon?crn=13450,manually_curated,
Aphyllon Mitch._indet_sp3,no_life_form_on_database,,,
Aphyllon Mitch._indet_sp4,no_life_form_on_database,,,
Aphyllon Mitch._indet_sp5,no_life_form_on_database,,,
Aphyllon corymbosum (Rydb.) A.C.Schneid. A.C.Schneid. (Rydb.),annual,https://www.calflora.org/app/taxon?crn=13440,manually_curated,
Aphyllon Mitch._indet_sp6,no_life_form_on_database,,,
Aphyllon Mitch._indet_sp7,no_life_form_on_database,,,
Aphyllon chilensis Phil.,no_life_form_on_database,,,
Aphyllon tacnaense (Mattf.) A.C.Schneid. A.C.Schneid. (Mattf.),annual,https://warpp.app/taxa/717,manually_curated,
Aphyllon ludovicianum Nutt,annual,https://warpp.app/taxa/705,manually_curated,
Aphyllon multiflorum Nutt,annual,https://warpp.app/taxa/1726,,
Aphyllon Mitch._indet_sp8,no_life_form_on_database,,,
Aphyllon arizonicum (L.T.Collins) A.C.Schneid. A.C.Schneid. (L.T.Collins),annual,https://warpp.app/taxa/220,manually_curated,
Aphyllon riparium (L.T.Collins) A.C.Schneid. A.C.Schneid. (L.T.Collins),annual,https://warpp.app/taxa/716,manually_curated,
Aphyllon tarapacanum (Phil.) A.C.Schneid. A.C.Schneid. (Phil.),annual,https://warpp.app/taxa/718,manually_curated,
Aphyllon pinorum (Geyer ex Hook.) A.Gray A.Gray (Geyer ex Hook.),annual,https://warpp.app/taxa/1755,manually_curated,
Aphyllon Mitch._indet_sp9,no_life_form_on_database,,,
Aphyllon dugesii S.Watson,annual,https://warpp.app/taxa/702,,
Aphyllon Mitch._indet_sp10,no_life_form_on_database,,,
Aphyllon Mitch._indet_sp11,no_life_form_on_database,,,
Aphyllon tuberosum (A.Gray) A.Gray A.Gray (A.Gray),perennial,https://www.calflora.org/app/taxon?crn=13446,manually_curated,
Aphyllon Mitch._indet_sp12,no_life_form_on_database,,,
Aphyllon purpureum (A.Heller) Holub Holub (A.Heller),annual,https://www.calflora.org/app/taxon?crn=13529,manually_curated,
Aphyllon uniflorum (L.) Torr. & A.Gray Torr. & A.Gray (L.),annual,http://floraofalabama.org/Plant.aspx?id=2797,manually_curated,
Aphyllon fasciculatum Torr. & Gray,perennial,https://www.calflora.org/app/taxon?crn=13441,manually_curated,
"Phelipanche georgii-reuteri Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew.",no_life_form_on_database,,,
Phelipanche tunetana (Beck) Soják Soják (Beck),perennial,https://warpp.app/taxa/1857,manually_curated,
Phelipanche nana (Reut.) Soják Soják (Reut.),annual,https://www.maltawildplants.com/ORBN/Phelipanche_nana_subsp_melitensis.php,manually_curated,
Phelipanche oxyloba (Reut.) Soják Soják (Reut.),perennial,https://warpp.app/taxa/1595,manually_curated,
Orobanche gratiosa (Webb & Berthel.) Linding. Linding. (Webb & Berthel.),perennial,,,
"Phelipanche portoilicitana (A.Pujadas & M.B.Crespo) Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew. Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew. (A.Pujadas & M.B.Crespo)",no_life_form_on_database,,,
Phelipanche pulchella (C.A.Mey.) Soják Soják (C.A.Mey.),no_life_form_on_database,,,
Phelipanche bungeana (Beck) Soják Soják (Beck),no_life_form_on_database,,,
Phelipanche coelestis (Boiss. & Reut.) Soják Soják (Boiss. & Reut.),perennial,https://warpp.app/taxa/1592,,
Phelipanche ramosa (L.) Pomel Pomel (L.),perennial,https://www.calflora.org/app/taxon?crn=13518,manually_curated,
Phelipanche iberica (Beck) Soják Soják (Beck),no_life_form_on_database,,,
Phelipanche aegyptiaca (Pers.) Pomel Pomel (Pers.),perennial,https://www.calflora.org/app/taxon?crn=13052,manually_curated,
"Phelipanche inexspectata Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew.",no_life_form_on_database,,,
"Phelipanche rosmarina (Beck) Banfi, Galasso & Soldano Banfi, Galasso & Soldano (Beck)",perennial,https://warpp.app/taxa/1512,,
Phelipanche lavandulacea (Rchb.) Pomel Pomel (Rchb.),perennial,https://warpp.app/taxa/1593,,
Phelipanche mutelii (F.W.Schultz) Czerep. Czerep. (F.W.Schultz),annual,https://warpp.app/taxa/375,,
Phelipanche bohemica (Celak.) Holub & Zázvorka Holub & Zázvorka (Celak.),no_life_form_on_database,,,
Phelipanche purpurea (Jacq.) Soják Soják (Jacq.),annual,https://warpp.app/taxa/402,,"""biennial"""
Phelipanche arenaria (Borkh.) Pomel Pomel (Borkh.),perennial,https://warpp.app/taxa/400,manually_curated,
Phelipanche caesia (Rchb.) Soják Soják (Rchb.),no_life_form_on_database,,,
Phelipanche nowackiana (Markgr.) Soják Soják (Markgr.),no_life_form_on_database,,,
Orobanche owerinii (Beck) Beck Beck (Beck),perennial,,,
Orobanche transcaucasica Tzvelev,perennial,,,
Orobanche picridis F.W.Schultz,perennial,,,
Orobanche pubescens d'Urv.,perennial,,,
Orobanche crenata Forssk.,annual,,,
Orobanche artemisiae-campestris Gaudin,perennial,,,
Orobanche minor Sm.,perennial,,,
Orobanche amethystea Thuill.,perennial,,,
Orobanche hederae Duby,perennial,,,
Orobanche ballotae A.Pujadas,perennial,,,
Orobanche santolinae Loscos & Pardo,perennial,,,
Orobanche sintenisii Beck,perennial,,,
Orobanche bartlingii Griseb.,perennial,,,
Orobanche elatior Sutton,perennial,,,
Orobanche ozanonis Beck,no_life_form_on_database,,,
Orobanche ritro Gren.,no_life_form_on_database,,,
Orobanche lucorum A.Braun,perennial,,,
Orobanche salviae F.W.Schultz,perennial,,,
Orobanche haenseleri Reut.,perennial,,,
Orobanche flava Mart. ex F.W.Schultz,perennial,,,
Orobanche alba M.Bieb.,perennial,,,
Orobanche grossheimii Novopokr.,perennial,,,
Orobanche pancicii Beck,perennial,,,
Orobanche reticulata Wallr.,perennial,,,
Orobanche raddeana Beck,no_life_form_on_database,,,
Orobanche krylowii Beck,perennial,,,
Orobanche lycoctoni Rhiner,perennial,,,
Orobanche rapum-genistae Thuill.,perennial,,,
Orobanche densiflora Salzm. ex Reut.,perennial,,,
Orobanche foetida Poir.,perennial,,,
Orobanche crinita Benth.,no_life_form_on_database,,,
Orobanche austrohispanica M.J.Y.Foley,perennial,https://warpp.app/taxa/640,manually_curated,
Orobanche gracilis Sm.,perennial,,,
Orobanche lutea Baumg.,perennial,,,
Orobanche caryophyllacea Sm.,perennial,,,
Orobanche teucrii Holandre,perennial,,,
Orobanche coerulescens Stephan ex Willd.,perennial,,,
Orobanche L._indet_sp13,no_life_form_on_database,,,
Orobanche pycnostachya Hance,perennial,,,
Orobanche grenieri F.W.Schultz,perennial,,,
Orobanche anatolica Boiss. & Reut.,perennial,,,
Orobanche colorata K.Koch,annual,https://warpp.app/taxa/1566,manually_curated,
Orobanche macrolepis Turcz.,no_life_form_on_database,,,
Diphelypaea coccinea (M.Bieb.) Nicolson Nicolson (M.Bieb.),perennial,https://warpp.app/taxa/1766,manually_curated,
Diphelypaea tournefortii (Desf.) Nicolson Nicolson (Desf.),perennial,https://warpp.app/taxa/1768,manually_curated,
Mannagettaea hummelii Harry Sm.,perennial,,,
Cistanche Hoffmanns. & Link_indet_sp14,no_life_form_on_database,,,
Cistanche tubulosa Hook.fil.,perennial,,,
Cistanche violacea (Desf.) Hoffmanns. & Link Hoffmanns. & Link (Desf.),perennial,,,
Cistanche deserticola Ma,perennial,,,
Cistanche salsa (C.A.Mey.) Beck Beck (C.A.Mey.),perennial,,,
Conopholis alpina Liebm.,perennial,,,
Conopholis americana Endl.,perennial,,,
Epifagus virginiana (L.) Barton Barton (L.),annual,,,
Kopsiopsis hookeri (Walp.) Govaerts Govaerts (Walp.),perennial,,,
Kopsiopsis strobilacea (A.Gray) Beck Beck (A.Gray),perennial,,,
Boschniakia himalaica Hook.fil. & Thomson,annual,https://warpp.app/taxa/1493,manually_curated,
Boschniakia rossica (Cham. & Schlecht) B.Fedtsch. B.Fedtsch. (Cham. & Schlecht),perennial,,,
Castilleja exserta (A.Heller) T.I.Chuang & Heckard T.I.Chuang & Heckard (A.Heller),annual,,,
Castilleja miniata Douglas ex Hook.,perennial,,,
Castilleja rubicundula (Jeps.) T.I.Chuang & Heckard T.I.Chuang & Heckard (Jeps.),annual,,,
Triphysaria pusilla (Benth.) T.I.Chuang & Heckard T.I.Chuang & Heckard (Benth.),annual,,,
Castilleja sulphurea Rydb.,no_life_form_on_database,,,
Lamourouxia rhinanthifolia Kunth,perennial,https://warpp.app/taxa/1436,manually_curated,
Cordylanthus ramosus Nutt.,annual,,,
Orthocarpus bracteosus Benth.,annual,,,
Orthocarpus tenuifolius A.Gray,annual,,,
Orthocarpus Nutt._indet_sp15,no_life_form_on_database,,,
Agalinis purpurea (L.) Pennell Pennell (L.),annual,,,
Seymeria pectinata Pursh,annual,,,
Pedicularis canadensis L.,perennial,,,
Pedicularis tuberosa L.,perennial,,,
Pedicularis ingens Maxim.,perennial,,,
Striga asiatica (L.) Kuntze Kuntze (L.),annual,,,
Striga elegans Benth.,annual,,,
Striga bilabiata (Thunb.) Kuntze Kuntze (Thunb.),perennial,,,
Striga gesnerioides Vierh.,annual,,,
Xylocalyx asper Balf.fil.,perennial,,,
Xylocalyx carterae Thulin,perennial,,,
Hyobanche atropurpurea Bolus,annual,,,
Hyobanche sanguinea L.,annual,,,
Nesogenes africanus G.Taylor,annual,,,
Harveya capensis Hook.,annual,,,
Bellardia trixago (L.) All. All. (L.),annual,,,
Parentucellia viscosa Edwall,annual,,,
Euphrasia pectinata Ten.,annual,,,
Tozzia alpina L.,perennial,,,
Rhinanthus glacialis Personnat,annual,https://warpp.app/taxa/1370,,
Rhinanthus minor L.,annual,,,
Rhinanthus freynii Fiori,no_life_form_on_database,,,
Lathraea squamaria L.,perennial,,,
Melampyrum arvense L.,annual,,,
Melampyrum carstiense (Ronniger) Fritsch Fritsch (Ronniger),annual,https://warpp.app/taxa/1439,manually_curated,
Siphonostegia chinensis Benth.,annual,,,
Siphonostegia laeta S.Moore,annual,,,
Schwalbea americana L.,perennial,,,
Monochasma sheareri (S.Moore) Maxim. Maxim. (S.Moore),annual,,,
Lindenbergia indica (L.) Kuntze Kuntze (L.),annual,,,
Lindenbergia muraria (Roxb. ex D.Don) Brühl Brühl (Roxb. ex D.Don),annual,,,
Lindenbergia philippensis (Cham. & Schltdl.) Benth. Benth. (Cham. & Schltdl.),perennial,,,
Rehmannia chingii H.L.Li,perennial,,,
Rehmannia henryi N.E.Br.,perennial,,,
Rehmannia elata N.E.Br.,perennial,https://warpp.app/taxa/1597,manually_curated,
Rehmannia piasezkii Maxim.,perennial,,,
Rehmannia solanifolia P.C.Tsoong & T.L.Chin,perennial,,,